This is Ipopt version 3.11.8, running with linear solver ma57.

Number of nonzeros in equality constraint Jacobian...:      192
Number of nonzeros in inequality constraint Jacobian.:    24310
Number of nonzeros in Lagrangian Hessian.............:        0

Total number of variables............................:     2259
                     variables with only lower bounds:        0
                variables with lower and upper bounds:     2213
                     variables with only upper bounds:        0
Total number of equality constraints.................:      120
Total number of inequality constraints...............:     2773
        inequality constraints with only lower bounds:      250
   inequality constraints with lower and upper bounds:     2523
        inequality constraints with only upper bounds:        0

iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
   0 4.0134266e+001 5.99e+000 3.65e+000   0.0 0.00e+000    -  0.00e+000 0.00e+000   0
   1 4.0133821e+001 5.99e+000 3.65e+000  -4.3 2.09e+004    -  5.07e-011 4.33e-009f  1
   2 4.0133817e+001 5.99e+000 2.67e+001  -2.9 2.54e+004    -  2.86e-005 7.71e-009f  1
   3 4.0128613e+001 5.99e+000 2.50e+001  -4.6 1.05e+003    -  9.25e-007 1.24e-005f  1
   4 4.0108110e+001 5.99e+000 2.43e+001  -6.4 1.17e+003    -  1.32e-006 4.88e-005h  1
   5 4.0099224e+001 5.99e+000 1.64e+001  -3.0 1.10e+003    -  5.62e-004 2.11e-005f  1
   6 4.0067591e+001 5.99e+000 1.59e+001  -5.0 1.05e+003    -  5.20e-004 7.55e-005h  1
   7 3.9935081e+001 5.99e+000 1.78e+001  -4.0 9.59e+002    -  1.51e-004 3.16e-004f  1
   8 3.9223720e+001 5.98e+000 1.23e+001  -4.0 9.18e+002    -  7.74e-004 1.74e-003f  1
   9 3.8359434e+001 5.97e+000 2.03e+001 -10.5 9.17e+002    -  1.91e-004 2.09e-003f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  10 3.8096243e+001 5.96e+000 2.02e+001 -10.5 9.61e+002    -  2.81e-004 6.51e-004h  1
  11 3.7755128e+001 5.96e+000 2.88e+001  -5.3 9.33e+002    -  2.71e-005 8.58e-004f  1
  12 3.7595091e+001 5.95e+000 2.71e+001  -3.5 9.31e+002    -  8.04e-004 4.03e-004f  1
  13 3.6976387e+001 5.94e+000 2.71e+001  -3.4 8.78e+002    -  8.46e-005 1.59e-003f  1
  14 3.6716579e+001 5.94e+000 2.22e+001  -3.9 8.97e+002    -  3.48e-003 6.59e-004h  1
  15 3.5228798e+001 5.92e+000 2.10e+001  -3.0 8.74e+002    -  4.15e-003 4.02e-003f  1
  16 3.3384524e+001 5.89e+000 1.53e+001  -2.9 8.50e+002    -  6.04e-003 5.03e-003f  1
  17 3.2339182e+001 5.87e+000 2.70e+001  -2.7 7.87e+002    -  8.04e-003 2.97e-003f  1
  18 3.0984699e+001 5.85e+000 1.48e+002  -2.7 7.87e+002    -  1.40e-002 3.93e-003f  1
  19 2.9542557e+001 5.82e+000 1.89e+002  -2.4 8.21e+002    -  1.14e-002 4.57e-003f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  20 2.9438627e+001 5.82e+000 1.89e+002  -9.9 8.63e+002    -  1.67e-003 3.19e-004h  1
  21 2.8079024e+001 5.79e+000 1.85e+002  -2.0 8.60e+002    -  9.74e-003 4.85e-003f  1
  22 2.5835270e+001 5.75e+000 2.14e+002  -2.2 8.21e+002    -  2.80e-002 7.61e-003f  1
  23 2.4975314e+001 5.73e+000 2.70e+002  -3.5 7.89e+002    -  9.18e-003 3.09e-003f  1
  24 2.1476236e+001 5.64e+000 2.99e+002  -1.7 7.54e+002    -  1.80e-002 1.51e-002f  1
  25 2.1211587e+001 5.64e+000 3.18e+002  -2.0 7.78e+002    -  1.93e-002 9.98e-004h  1
  26 1.6175284e+001 5.46e+000 2.61e+002  -1.5 7.44e+002    -  1.59e-002 3.15e-002f  1
  27 1.3334260e+001 5.34e+000 3.01e+002  -1.5 7.15e+002    -  5.40e-002 2.15e-002f  1
